ID,Pred
2022_1103_1104,0.23670829877364918
2022_1103_1112,0.08020930943053406
2022_1103_1116,0.147268782819455
2022_1103_1120,0.1329848726666315
2022_1103_1124,0.07850563369880781
2022_1103_1129,0.32920463344044504
2022_1103_1136,0.7461178706379112
2022_1103_1151,0.4883019253372334
2022_1103_1159,0.5185513627083949
2022_1103_1161,0.2455553154561283
2022_1103_1163,0.14393452076985536
2022_1103_1166,0.17943865358301136
2022_1103_1168,0.6947408286488398
2022_1103_1172,0.33907296679771914
2022_1103_1174,0.6449899323067123
2022_1103_1181,0.11365875290199334
2022_1103_1209,0.6345861900372616
2022_1103_1211,0.06826992998216252
2022_1103_1222,0.0883266353866693
2022_1103_1228,0.14924342628382425
2022_1103_1231,0.2915874836042728
2022_1103_1234,0.09252170352584888
2022_1103_1235,0.351626216171513
2022_1103_1240,0.74324239193502
2022_1103_1242,0.08922282382297908
2022_1103_1246,0.14386968551073687
2022_1103_1255,0.7033851673881555
2022_1103_1260,0.2880291955004931
2022_1103_1261,0.187814616683451
2022_1103_1266,0.2792793129169395
2022_1103_1272,0.2453956061573761
2022_1103_1274,0.2736428053719373
2022_1103_1276,0.2475443741807971
2022_1103_1277,0.22686782756451995
2022_1103_1286,0.6520944407470655
2022_1103_1293,0.49613331873189204
2022_1103_1308,0.4423519377525307
2022_1103_1313,0.8362733849604104
2022_1103_1314,0.20178487068606843
2022_1103_1323,0.3001246248562507
2022_1103_1326,0.2191019230966137
2022_1103_1344,0.15710791927437207
2022_1103_1345,0.11668374326816455
2022_1103_1350,0.3386106357726062
2022_1103_1353,0.26830425554407156
2022_1103_1355,0.4357967334785532
2022_1103_1361,0.31539141216171307
2022_1103_1362,0.41950672075350304
2022_1103_1371,0.21981185593440966
2022_1103_1388,0.28026639635060424
2022_1103_1389,0.7492803838288187
2022_1103_1394,0.8518216935018461
2022_1103_1395,0.2561054438922177
2022_1103_1397,0.1122143242583753
2022_1103_1400,0.1393514892188047
2022_1103_1403,0.13546464748287812
2022_1103_1411,0.8635617865967241
2022_1103_1412,0.39027019782767935
2022_1103_1417,0.19332885414096568
2022_1103_1425,0.20190424889101144
2022_1103_1436,0.49203143534789007
2022_1103_1437,0.10858683455669915
2022_1103_1439,0.22589330821509956
2022_1103_1458,0.19503465873757453
2022_1103_1460,0.7050930491859736
2022_1103_1461,0.49376806279338614
2022_1103_1463,0.644813270407665
2022_1104_1112,0.22678175139439027
2022_1104_1116,0.3674314749656281
2022_1104_1120,0.34031568561683323
2022_1104_1124,0.22271866723427958
2022_1104_1129,0.6227292485420094
2022_1104_1136,0.9081244760168412
2022_1104_1151,0.7624452297939583
2022_1104_1159,0.7836682780548976
2022_1104_1161,0.5226029803395449
2022_1104_1163,0.3612241152161788
2022_1104_1166,0.42379296619816076
2022_1104_1168,0.884454943289108
2022_1104_1172,0.633092132742994
2022_1104_1174,0.8593645169600392
2022_1104_1181,0.3013309173849157
2022_1104_1209,0.8538192919729108
2022_1104_1211,0.1977145036757465
2022_1104_1222,0.2457689739218729
2022_1104_1228,0.3710735500681751
2022_1104_1231,0.5806024047535279
2022_1104_1234,0.2553473499088996
2022_1104_1235,0.6458929880043771
2022_1104_1240,0.9068548227139825
2022_1104_1242,0.24782836826775212
2022_1104_1246,0.36110268851233185
2022_1104_1255,0.8885884809529642
2022_1104_1260,0.5763868149529641
2022_1104_1261,0.43749372744399573
2022_1104_1266,0.5658389733586108
2022_1104_1272,0.5223878464717939
2022_1104_1274,0.55890396329815
2022_1104_1276,0.5252737259482967
2022_1104_1277,0.4967127666612732
2022_1104_1286,0.8630895802005634
2022_1104_1293,0.7680737410255539
2022_1104_1308,0.7273682820171139
2022_1104_1313,0.9449916358172978
2022_1104_1314,0.4595280620139154
2022_1104_1323,0.5905474169793767
2022_1104_1326,0.4855104812790887
2022_1104_1344,0.3853330214792746
2022_1104_1345,0.307617213606987
2022_1104_1350,0.6326126270061831
2022_1104_1353,0.5522312930156283
2022_1104_1355,0.7220583284477209
2022_1104_1361,0.6077586441896166
2022_1104_1362,0.7085050757604688
2022_1104_1371,0.4865457952002653
2022_1104_1388,0.567042018499026
2022_1104_1389,0.9095136764610183
2022_1104_1394,0.9508226408432469
2022_1104_1395,0.5365902852645127
2022_1104_1397,0.2983041596013254
2022_1104_1400,0.35257183888477595
2022_1104_1403,0.3451226310863702
2022_1104_1411,0.9551320937486707
2022_1104_1412,0.6828188876266255
2022_1104_1417,0.44631026088357373
2022_1104_1425,0.45971210476642843
2022_1104_1436,0.765137685034978
2022_1104_1437,0.2906303546638398
2022_1104_1439,0.49532173615212083
2022_1104_1458,0.44900576097826805
2022_1104_1460,0.8893976599280701
2022_1104_1461,0.766383939017526
2022_1104_1463,0.8592712573806108
2022_1112_1116,0.6890487796347822
2022_1112_1120,0.663077735107987
2022_1112_1124,0.5222439982763148
2022_1112_1129,0.8629577497453159
2022_1112_1136,0.9741656038810321
2022_1112_1151,0.9244957981883961
2022_1112_1159,0.9325225941319879
2022_1112_1161,0.8068080165898338
2022_1112_1163,0.6832769746017519
2022_1112_1166,0.7372464572078237
2022_1112_1168,0.9668896594789587
2022_1112_1172,0.8681194712605435
2022_1112_1174,0.9588673130103269
2022_1112_1181,0.621979702813408
2022_1112_1209,0.9570493722700597
2022_1112_1211,0.4845767182825361
2022_1112_1222,0.5541915408817678
2022_1112_1228,0.6923893758141
2022_1112_1231,0.8407975896242222
2022_1112_1234,0.5667576796296137
2022_1112_1235,0.8743480133067448
2022_1112_1240,0.9737822430691591
2022_1112_1242,0.5569270028764015
2022_1112_1246,0.6831630705976606
2022_1112_1255,0.9681802537060336
2022_1112_1260,0.8384697374238085
2022_1112_1261,0.7479272190458066
2022_1112_1266,0.8325518532109495
2022_1112_1272,0.8066735783087641
2022_1112_1274,0.8285865418792668
2022_1112_1276,0.8084715095325553
2022_1112_1277,0.7901415096352364
2022_1112_1286,0.9600792415919094
2022_1112_1293,0.9266541172396905
2022_1112_1308,0.9105393938788909
2022_1112_1313,0.98497082274283
2022_1112_1314,0.7643512387992419
2022_1112_1323,0.8462070117059831
2022_1112_1326,0.7826120264085565
2022_1112_1344,0.7051523421271609
2022_1112_1345,0.628933670162563
2022_1112_1350,0.8678830204546097
2022_1112_1353,0.8247140207906737
2022_1112_1355,0.908347467779612
2022_1112_1361,0.8553047724005498
2022_1112_1362,0.9026535333795627
2022_1112_1371,0.7833163049874614
2022_1112_1388,0.8332336626326718
2022_1112_1389,0.9745841791084605
2022_1112_1394,0.9866239337745589
2022_1112_1395,0.8154095609640013
2022_1112_1397,0.6185837592356241
2022_1112_1400,0.6750629096536046
2022_1112_1403,0.6678283977707493
2022_1112_1411,0.9878362247045344
2022_1112_1412,0.8914544497885035
2022_1112_1417,0.7546072821082971
2022_1112_1425,0.7644846811177776
2022_1112_1436,0.9255309575514383
2022_1112_1437,0.6098313064101948
2022_1112_1439,0.7892173297491251
2022_1112_1458,0.7566203603620392
2022_1112_1460,0.9684318963904546
2022_1112_1461,0.9260084181426756
2022_1112_1463,0.9588368761348501
2022_1116_1120,0.48111482600739264
2022_1116_1124,0.33993545123586255
2022_1116_1129,0.7479030863355176
2022_1116_1136,0.9467106943455154
2022_1116_1151,0.8522607405689712
2022_1116_1159,0.8668608819619843
2022_1116_1161,0.663020691940551
2022_1116_1163,0.5040639117374566
2022_1116_1166,0.5693228918052184
2022_1116_1168,0.9322402438961223
2022_1116_1172,0.7561739301691378
2022_1116_1174,0.9165472450286748
2022_1116_1181,0.4366775682952935
2022_1116_1209,0.9130285362165982
2022_1116_1211,0.3069687057310727
2022_1116_1222,0.36935248266720755
2022_1116_1228,0.514670053109311
2022_1116_1231,0.7133188504470904
2022_1116_1234,0.3813122741448588
2022_1116_1235,0.7662660197974174
2022_1116_1240,0.9459425331477133
2022_1116_1242,0.3719367646775861
2022_1116_1246,0.5039323489936813
2022_1116_1255,0.9347903361860884
2022_1116_1260,0.7097704272542675
2022_1116_1261,0.5829684450456045
2022_1116_1266,0.7008198849170949
2022_1116_1272,0.662828010402418
2022_1116_1274,0.694878323920542
2022_1116_1276,0.665408827270586
2022_1116_1277,0.6394924611224451
2022_1116_1286,0.9189006252154778
2022_1116_1293,0.8561626669205502
2022_1116_1308,0.8274443622951595
2022_1116_1313,0.9686291258820483
2022_1116_1314,0.604456366395054
2022_1116_1323,0.7216256882977756
2022_1116_1326,0.629095108627668
2022_1116_1344,0.5297992461827048
2022_1116_1345,0.4439931008901217
2022_1116_1350,0.7557932308820339
2022_1116_1353,0.6891184571185612
2022_1116_1355,0.8236108815113988
2022_1116_1361,0.7357921497541351
2022_1116_1362,0.8137321727624613
2022_1116_1371,0.6300616432167401
2022_1116_1388,0.7018459865801361
2022_1116_1389,0.9475501506925441
2022_1116_1394,0.9720286714453108
