date,season,neutral,playoff,team1,team2,elo1_pre,elo2_pre,elo_prob1,elo_prob2,elo1_post,elo2_post,rating1_pre,rating2_pre,pitcher1,pitcher2,pitcher1_rgs,pitcher2_rgs,pitcher1_adj,pitcher2_adj,rating_prob1,rating_prob2,rating1_post,rating2_post,score1,score2
2022-10-04,2022,0,,TEX,NYY,1469.33537691593,1550.65265287289,0.41825406323821857,0.5817459367617814,,,1472.51224138447,1567.00782125835,,,,,,,0.3996382861566783,0.6003617138433217,,,,
2022-10-04,2022,0,,SEA,DET,1495.87619258925,1468.55818971769,0.5733201134415146,0.42667988655848543,,,1492.33316336567,1457.87863928149,,,,,,,0.590144974913385,0.409855025086615,,,,
2022-10-04,2022,0,,SDP,SFG,1525.76053408653,1541.1885862873,0.5123335221015576,0.4876664778984424,,,1545.8782935049,1516.0022011031,,,,,,,0.5777578067971564,0.4222421932028436,,,,
2022-10-04,2022,0,,PIT,STL,1437.5797285266,1535.12862678269,0.3957078726602826,0.6042921273397174,,,1433.7111079908,1513.05773172487,,,,,,,0.42084424675569504,0.579155753244305,,,,
2022-10-04,2022,0,,OAK,ANA,1492.55425542471,1516.57165741883,0.49997495651736507,0.500025043482635,,,1450.53228676239,1531.21863748831,,,,,,,0.41810325255734815,0.5818967474426519,,,,
2022-10-04,2022,0,,NYM,WSN,1526.94683265713,1460.89826946536,0.6267644798451457,0.3732355201548543,,,1538.73927678729,1459.85872918032,,,,,,,0.6440331348189109,0.3559668651810891,,,,
2022-10-04,2022,0,,MIL,ARI,1529.39706678459,1470.03861420009,0.6177124126776616,0.38228758732233836,,,1541.97359527122,1466.77932477116,,,,,,,0.6369245667376952,0.36307543326230485,,,,
2022-10-04,2022,0,,LAD,COL,1590.8654146821,1480.92714097949,0.6837394837746041,0.31626051622539586,,,1594.55893394801,1459.36988269356,,,,,,,0.7110296434870628,0.28897035651293723,,,,
2022-10-04,2022,0,,HOU,PHI,1554.05660603622,1509.95961299585,0.5967635369577203,0.40323646304227967,,,1551.69460206192,1522.93165945148,,,,,,,0.5767476432396462,0.4232523567603538,,,,
2022-10-04,2022,0,,FLA,ATL,1483.55376324562,1531.98694963081,0.4648956688918664,0.5351043311081336,,,1492.89922819905,1538.6054849765,,,,,,,0.46971912172790925,0.5302808782720907,,,,
2022-10-04,2022,0,,CLE,KCR,1505.90699802537,1455.57947353035,0.6053634065294984,0.3946365934705016,,,1498.85129508448,1454.17008719643,,,,,,,0.596204142718734,0.403795857281266,,,,
2022-10-04,2022,0,,CIN,CHC,1473.29048786201,1472.80098855797,0.5351849715235637,0.4648150284764363,,,1477.36687818213,1479.09532428237,,,,,,,0.5351543354994225,0.4648456645005775,,,,
2022-10-04,2022,0,,CHW,MIN,1512.34704620551,1516.73652916541,0.5281918703393066,0.4718081296606934,,,1531.67983569682,1524.46052774547,,,,,,,0.5435465766290655,0.45645342337093453,,,,
2022-10-04,2022,0,,BOS,TBD,1519.31988781119,1545.12158827705,0.497407167845051,0.502592832154949,,,1527.47892418713,1529.81184749322,,,,,,,0.5270146504117406,0.47298534958825944,,,,
2022-10-04,2022,0,,BAL,TOR,1449.2481618028,1527.80537120473,0.42212489288599614,0.5778751071140038,,,1436.55251564316,1542.98992328395,,,,,,,0.38187259058182343,0.6181274094181766,,,,
2022-10-04,2022,0,,LAD,COL,1590.8654146821,1480.92714097949,0.6837394837746041,0.31626051622539586,,,1594.55893394801,1459.36988269356,,,,,,,0.7110296434870628,0.28897035651293723,,,,
2022-10-04,2022,0,,SEA,DET,1495.87619258925,1468.55818971769,0.5733201134415146,0.42667988655848543,,,1492.33316336567,1457.87863928149,,,,,,,0.590144974913385,0.409855025086615,,,,
2022-10-04,2022,0,,SDP,SFG,1525.76053408653,1541.1885862873,0.5123335221015576,0.4876664778984424,,,1545.8782935049,1516.0022011031,,,,,,,0.5777578067971564,0.4222421932028436,,,,
2022-10-04,2022,0,,OAK,ANA,1492.55425542471,1516.57165741883,0.49997495651736507,0.500025043482635,,,1450.53228676239,1531.21863748831,,,,,,,0.41810325255734815,0.5818967474426519,,,,
2022-10-04,2022,0,,HOU,PHI,1554.05660603622,1509.95961299585,0.5967635369577203,0.40323646304227967,,,1551.69460206192,1522.93165945148,,,,,,,0.5767476432396462,0.4232523567603538,,,,
2022-10-04,2022,0,,CHW,MIN,1512.34704620551,1516.73652916541,0.5281918703393066,0.4718081296606934,,,1531.67983569682,1524.46052774547,,,,,,,0.5435465766290655,0.45645342337093453,,,,
2022-10-04,2022,0,,TEX,NYY,1469.33537691593,1550.65265287289,0.41825406323821857,0.5817459367617814,,,1472.51224138447,1567.00782125835,,,,,,,0.3996382861566783,0.6003617138433217,,,,
2022-10-04,2022,0,,MIL,ARI,1529.39706678459,1470.03861420009,0.6177124126776616,0.38228758732233836,,,1541.97359527122,1466.77932477116,,,,,,,0.6369245667376952,0.36307543326230485,,,,
2022-10-04,2022,0,,NYM,WSN,1526.94683265713,1460.89826946536,0.6267644798451457,0.3732355201548543,,,1538.73927678729,1459.85872918032,,,,,,,0.6440331348189109,0.3559668651810891,,,,
2022-10-04,2022,0,,BOS,TBD,1519.31988781119,1545.12158827705,0.497407167845051,0.502592832154949,,,1527.47892418713,1529.81184749322,,,,,,,0.5270146504117406,0.47298534958825944,,,,
2022-10-04,2022,0,,BAL,TOR,1449.2481618028,1527.80537120473,0.42212489288599614,0.5778751071140038,,,1436.55251564316,1542.98992328395,,,,,,,0.38187259058182343,0.6181274094181766,,,,
2022-10-04,2022,0,,FLA,ATL,1483.55376324562,1531.98694963081,0.4648956688918664,0.5351043311081336,,,1492.89922819905,1538.6054849765,,,,,,,0.46971912172790925,0.5302808782720907,,,,
2022-10-04,2022,0,,CIN,CHC,1473.29048786201,1472.80098855797,0.5351849715235637,0.4648150284764363,,,1477.36687818213,1479.09532428237,,,,,,,0.5351543354994225,0.4648456645005775,,,,
2022-10-04,2022,0,,PIT,STL,1437.5797285266,1535.12862678269,0.3957078726602826,0.6042921273397174,,,1433.7111079908,1513.05773172487,,,,,,,0.42084424675569504,0.579155753244305,,,,
2022-10-04,2022,0,,SEA,DET,1495.87619258925,1468.55818971769,0.5733201134415146,0.42667988655848543,,,1492.33316336567,1457.87863928149,,,,,,,0.590144974913385,0.409855025086615,,,,
2022-10-04,2022,0,,CLE,KCR,1505.90699802537,1455.57947353035,0.6053634065294984,0.3946365934705016,,,1498.85129508448,1454.17008719643,,,,,,,0.596204142718734,0.403795857281266,,,,
2022-10-04,2022,0,,TEX,NYY,1469.33537691593,1550.65265287289,0.41825406323821857,0.5817459367617814,,,1472.51224138447,1567.00782125835,,,,,,,0.3996382861566783,0.6003617138433217,,,,
2022-10-03,2022,0,,LAD,COL,1590.8654146821,1480.92714097949,0.6837394837746041,0.31626051622539586,,,1594.55893394801,1459.36988269356,,,,,,,0.7110296434870628,0.28897035651293723,,,,
2022-10-03,2022,0,,SEA,DET,1495.87619258925,1468.55818971769,0.5733201134415146,0.42667988655848543,,,1492.33316336567,1457.87863928149,,,,,,,0.5955153291634232,0.4044846708365768,,,,
2022-10-03,2022,0,,SDP,SFG,1525.76053408653,1541.1885862873,0.5123335221015576,0.4876664778984424,,,1545.8782935049,1516.0022011031,,,,,,,0.581109844488963,0.41889015551103703,,,,
2022-10-03,2022,0,,OAK,ANA,1492.55425542471,1516.57165741883,0.49997495651736507,0.500025043482635,,,1450.53228676239,1531.21863748831,,,,,,,0.417390200979419,0.582609799020581,,,,
2022-10-03,2022,0,,HOU,PHI,1554.05660603622,1509.95961299585,0.5967635369577203,0.40323646304227967,,,1551.69460206192,1522.93165945148,,,,,,,0.5813953742502833,0.4186046257497167,,,,
2022-10-03,2022,0,,CHW,MIN,1512.34704620551,1516.73652916541,0.5281918703393066,0.4718081296606934,,,1531.67983569682,1524.46052774547,,,,,,,0.5409701302172095,0.4590298697827905,,,,
2022-10-03,2022,0,,MIL,ARI,1529.39706678459,1470.03861420009,0.6177124126776616,0.38228758732233836,,,1541.97359527122,1466.77932477116,,,,,,,0.6419642386042571,0.3580357613957429,,,,
2022-10-03,2022,0,,NYM,WSN,1526.94683265713,1460.89826946536,0.6267644798451457,0.3732355201548543,,,1538.73927678729,1459.85872918032,,,,,,,0.6427484627323466,0.35725153726765335,,,,
2022-10-03,2022,0,,BOS,TBD,1519.31988781119,1545.12158827705,0.497407167845051,0.502592832154949,,,1527.47892418713,1529.81184749322,,,,,,,0.5288653547605324,0.4711346452394676,,,,
2022-10-03,2022,0,,TEX,NYY,1469.33537691593,1550.65265287289,0.41825406323821857,0.5817459367617814,,,1472.51224138447,1567.00782125835,,,,,,,0.39986630084885544,0.6001336991511446,,,,
2022-10-03,2022,0,,BAL,TOR,1449.2481618028,1527.80537120473,0.42212489288599614,0.5778751071140038,,,1436.55251564316,1542.98992328395,,,,,,,0.3824228927198011,0.6175771072801989,,,,
2022-10-03,2022,0,,FLA,ATL,1483.55376324562,1531.98694963081,0.4648956688918664,0.5351043311081336,,,1492.89922819905,1538.6054849765,,,,,,,0.46866266286759517,0.5313373371324048,,,,
2022-10-03,2022,0,,CIN,CHC,1473.29048786201,1472.80098855797,0.5351849715235637,0.4648150284764363,,,1477.36687818213,1479.09532428237,,,,,,,0.5351543354994225,0.4648456645005775,,,,
2022-10-03,2022,0,,PIT,STL,1437.5797285266,1535.12862678269,0.3957078726602826,0.6042921273397174,,,1433.7111079908,1513.05773172487,,,,,,,0.42084424675569504,0.579155753244305,,,,
2022-10-03,2022,0,,CLE,KCR,1505.90699802537,1455.57947353035,0.6053634065294984,0.3946365934705016,,,1498.85129508448,1454.17008719643,,,,,,,0.596204142718734,0.403795857281266,,,,
2022-10-02,2022,0,,SEA,OAK,1495.87619258925,1492.55425542471,0.5392385768946648,0.4607614231053352,,,1492.33316336567,1450.53228676239,,,,,,,0.5952729412505748,0.40472705874942516,,,,
2022-10-02,2022,0,,SDP,CHW,1525.76053408653,1512.34704620551,0.5536351796107719,0.4463648203892281,,,1545.8782935049,1531.67983569682,,,,,,,0.5548364947629667,0.4451635052370333,,,,
2022-10-02,2022,0,,LAD,COL,1590.8654146821,1480.92714097949,0.6837394837746041,0.31626051622539586,,,1594.55893394801,1459.36988269356,,,,,,,0.7110296434870628,0.28897035651293723,,,,
2022-10-02,2022,0,,ANA,TEX,1516.57165741883,1469.33537691593,0.6011044221797172,0.39889557782028284,,,1531.21863748831,1472.51224138447,,,,,,,0.618036525538584,0.381963474461416,,,,
2022-10-02,2022,0,,SFG,ARI,1541.1885862873,1470.03861420009,0.6336081393205228,0.36639186067947715,,,1516.0022011031,1466.77932477116,,,,,,,0.6033102870164587,0.3966897129835413,,,,
2022-10-02,2022,0,,CHC,CIN,1472.80098855797,1473.29048786201,0.5337827816817511,0.4662172183182489,,,1479.09532428237,1477.36687818213,,,,,,,0.5338134293552927,0.46618657064470725,,,,
2022-10-02,2022,0,,STL,PIT,1535.12862678269,1437.5797285266,0.6681194152074322,0.33188058479256777,,,1513.05773172487,1433.7111079908,,,,,,,0.6446533300349455,0.3553466699650545,,,,
2022-10-02,2022,0,,MIL,FLA,1529.39706678459,1483.55376324562,0.5991801846500807,0.4008198153499193,,,1541.97359527122,1492.89922819905,,,,,,,0.6018226775255628,0.39817732247443716,,,,
2022-10-02,2022,0,,HOU,TBD,1554.05660603622,1545.12158827705,0.5472558380595701,0.4527441619404299,,,1551.69460206192,1529.81184749322,,,,,,,0.5655028816225676,0.43449711837743243,,,,
2022-10-02,2022,0,,CLE,KCR,1505.90699802537,1455.57947353035,0.6053634065294984,0.3946365934705016,,,1498.85129508448,1454.17008719643,,,,,,,0.596204142718734,0.403795857281266,,,,
2022-10-02,2022,0,,TOR,BOS,1527.80537120473,1519.31988781119,0.5466146067404107,0.45338539325958926,,,1542.98992328395,1527.47892418713,,,,,,,0.5592747948954494,0.4407252051045506,,,,
2022-10-02,2022,0,,WSN,PHI,1460.89826946536,1509.95961299585,0.4639962492436093,0.5360037507563906,,,1459.85872918032,1522.93165945148,,,,,,,0.4414945397815247,0.5585054602184754,,,,
2022-10-02,2022,0,,NYY,BAL,1550.65265287289,1449.2481618028,0.6730222533186735,0.3269777466813265,,,1567.00782125835,1436.55251564316,,,,,,,0.7105994232164613,0.2894005767835387,,,,
2022-10-02,2022,0,,ATL,NYM,1531.98694963081,1526.94683265713,0.541695034763039,0.45830496523696096,,,1538.6054849765,1538.73927678729,,,,,,,0.5352838244940604,0.4647161755059396,,,,
2022-10-02,2022,0,,DET,MIN,1468.55818971769,1516.73652916541,0.46526063402057705,0.534739365979423,,,1457.87863928149,1524.46052774547,,,,,,,0.4330719037392493,0.5669280962607507,,,,
2022-10-01,2022,0,,LAD,COL,1590.8654146821,1480.92714097949,0.6837394837746041,0.31626051622539586,,,1594.55893394801,1459.36988269356,,,,,,,0.7110296434870628,0.28897035651293723,,,,
2022-10-01,2022,0,,ANA,TEX,1516.57165741883,1469.33537691593,0.6011044221797172,0.39889557782028284,,,1531.21863748831,1472.51224138447,,,,,,,0.618036525538584,0.381963474461416,,,,
2022-10-01,2022,0,,SDP,CHW,1525.76053408653,1512.34704620551,0.5536351796107719,0.4463648203892281,,,1545.8782935049,1531.67983569682,,,,,,,0.5548364947629667,0.4451635052370333,,,,
2022-10-01,2022,0,,ATL,NYM,1531.98694963081,1526.94683265713,0.541695034763039,0.45830496523696096,,,1538.6054849765,1538.73927678729,,,,,,,0.5352838244940604,0.4647161755059396,,,,
2022-10-01,2022,0,,STL,PIT,1535.12862678269,1437.5797285266,0.6681194152074322,0.33188058479256777,,,1513.05773172487,1433.7111079908,,,,,,,0.6446533300349455,0.3553466699650545,,,,
2022-10-01,2022,0,,MIL,FLA,1529.39706678459,1483.55376324562,0.5991801846500807,0.4008198153499193,,,1541.97359527122,1492.89922819905,,,,,,,0.6018226775255628,0.39817732247443716,,,,
2022-10-01,2022,0,,HOU,TBD,1554.05660603622,1545.12158827705,0.5472558380595701,0.4527441619404299,,,1551.69460206192,1529.81184749322,,,,,,,0.5655028816225676,0.43449711837743243,,,,
2022-10-01,2022,0,,WSN,PHI,1460.89826946536,1509.95961299585,0.4639962492436093,0.5360037507563906,,,1459.85872918032,1522.93165945148,,,,,,,0.4414945397815247,0.5585054602184754,,,,
2022-10-01,2022,0,,DET,MIN,1468.55818971769,1516.73652916541,0.46526063402057705,0.534739365979423,,,1457.87863928149,1524.46052774547,,,,,,,0.4330719037392493,0.5669280962607507,,,,
2022-10-01,2022,0,,CLE,KCR,1505.90699802537,1455.57947353035,0.6053634065294984,0.3946365934705016,,,1498.85129508448,1454.17008719643,,,,,,,0.596204142718734,0.403795857281266,,,,
2022-10-01,2022,0,,SEA,OAK,1495.87619258925,1492.55425542471,0.5392385768946648,0.4607614231053352,,,1492.33316336567,1450.53228676239,,,,,,,0.5952729412505748,0.40472705874942516,,,,
2022-10-01,2022,0,,SFG,ARI,1541.1885862873,1470.03861420009,0.6336081393205228,0.36639186067947715,,,1516.0022011031,1466.77932477116,,,,,,,0.6033102870164587,0.3966897129835413,,,,
2022-10-01,2022,0,,TOR,BOS,1527.80537120473,1519.31988781119,0.5466146067404107,0.45338539325958926,,,1542.98992328395,1527.47892418713,,,,,,,0.5592747948954494,0.4407252051045506,,,,
2022-10-01,2022,0,,CHC,CIN,1472.80098855797,1473.29048786201,0.5337827816817511,0.4662172183182489,,,1479.09532428237,1477.36687818213,,,,,,,0.5338134293552927,0.46618657064470725,,,,
